Customer_ID,Customer_Country_Name,Customer_Gender,Customer_Age
12520,Germany,female,83.0
12521,Germany,female,67.0
12522,Germany,male,36.0
12523,France,female,5.0
12524,Germany,female,19.0
12525,France,MALE,64.0
12526,Germany,female,22.0
12527,Germany,male,24.0
12528,Germany,male,62.0
12529,France,male,42.0
12530,Germany,female,
12531,Germany,male,56.0
12532,France,other,37.0
12533,Germany,male,53.0
12534,Germany,female,45.0
12535,France,male,34.0
12536,France,male,81.0
12537,Sweden,male,39.0
12538,Spain,male,78.0
12539,Spain,male,46.0
12540,Spain,female,52.0
12541,Spain,male,62.0
12542,Spain,female,70.0
12543,Spain,female,37.0
12544,Spain,female,79.0
12545,Spain,female,33.0
12546,Spain,male,44.0
12547,Spain,female,71.0
12548,Spain,female,83.0
12549,United Kingdom,other,112.0
12550,Spain,female,19.0
12551,Spain,female,45.0
12552,Italy,female,49.0
12553,France,female,20.0
12554,Spain,male,42.0
12555,Spain,male,28.0
12556,Spain,nan,26.0
12557,Spain,nan,43.0
12558,USA,male,39.0
12559,Germany,female,33.0
12560,Germany,female,106.0
12561,Germany,female,93.0
12562,France,female,53.0
12563,Italy,female,64.0
12564,France,female,70.0
12565,Saudi Arabia,male,56.0
12566,Germany,male,66.0
12567,France,female,58.0
12568,Germany,female,25.0
12569,Germany,male,44.0
12570,Spain,female,30.0
12571,France,male,34.0
12572,Germany,male,50.0
12573,France,male,
12574,France,female,72.0
12575,France,male,
12576,Poland,male,112.0
12577,France,female,85.0
12578,Italy,male,50.0
12579,France,female,67.0
12580,Germany,male,15.0
12581,Germany,female,40.0
12582,Finland,male,16.0
12583,France,male,63.0
12584,Italy,female,43.0
12585,Germany,female,69.0
12586,Italy,female,40.0
12587,Finland,male,63.0
12588,Finland,MALE,63.0
12589,United Kingdom,female,47.0
12590,Germany,male,50.0
12591,United Kingdom,nan,15.0
12592,Germany,female,12.0
12593,France,male,102.0
12594,Italy,male,35.0
12595,Germany,nan,24.0
12596,Spain,female,35.0
12597,Spain,male,115.0
12598,France,female,109.0
12599,France,male,31.0
12600,Germany,female,57.0
12601,Germany,male,42.0
12602,France,male,25.0
12603,Germany,female,64.0
12604,France,male,52.0
12605,Germany,female,54.0
12606,Spain,female,53.0
12607,USA,female,59.0
12608,United Kingdom,female,58.0
12609,Germany,Female,53.0
12610,Italy,male,62.0
12611,Italy,male,92.0
12612,Germany,male,53.0
12613,Germany,female,55.0
12614,Germany,male,63.0
12615,France,male,37.0
12616,France,female,39.0
12617,France,female,62.0
12618,Italy,female,58.0
12619,Germany,female,66.0
12620,France,female,79.0
12621,Germany,female,52.0
12622,Germany,male,41.0
12623,Germany,male,49.0
12624,France,female,11.0
12625,Germany,male,20.0
12626,Germany,male,43.0
12627,Germany,female,55.0
12628,Germany,female,46.0
12629,Sweden,female,56.0
12630,Finland,male,47.0
12631,Finland,male,21.0
12632,Germany,female,36.0
12633,Germany,female,67.0
12634,USA,male,34.0
12635,Germany,male,60.0
12636,USA,male,48.0
12637,France,male,73.0
12638,Sweden,male,40.0
12639,Sweden,female,42.0
12640,France,male,42.0
12641,Sweden,female,68.0
12642,Germany,female,29.0
12643,France,female,31.0
12644,Germany,female,39.0
12645,Germany,male,38.0
12646,USA,male,55.0
12647,Germany,female,26.0
12648,Germany,male,24.0
12649,Germany,female,50.0
12650,France,male,58.0
12651,France,male,43.0
12652,Germany,male,60.0
12653,Israel,female,15.0
12654,Germany,female,33.0
12655,France,male,58.0
12656,France,male,31.0
12657,France,male,36.0
12658,Germany,female,64.0
12659,France,female,50.0
12660,France,male,74.0
12661,Sweden,female,35.0
12662,Germany,female,45.0
12663,Germany,female,39.0
12664,Finland,male,24.0
12665,Germany,male,33.0
12666,Israel,female,71.0
12667,Finland,male,34.0
12668,Germany,male,28.0
12669,France,male,88.0
12670,France,female,
12671,Germany,male,36.0
12672,France,female,37.0
12673,Germany,male,61.0
12674,France,male,31.0
12675,Italy,female,20.0
12676,Sweden,female,29.0
12677,France,female,52.0
12678,France,female,55.0
12679,United Kingdom,female,77.0
12680,France,female,43.0
12681,France,male,99.0
12682,France,female,21.0
12683,France,Female,95.0
12684,United Kingdom,male,32.0
12685,France,female,34.0
12686,France,male,75.0
12687,Sweden,male,40.0
12688,Israel,nan,78.0
12689,France,male,69.0
12690,France,male,40.0
12691,Unspecified,male,30.0
12692,France,male,73.0
12693,Germany,female,52.0
12694,France,male,44.0
12695,France,female,35.0
12696,Finland,female,47.0
12697,Sweden,male,62.0
12698,Germany,male,36.0
12699,Germany,male,15.0
12700,France,female,60.0
12701,Germany,female,97.0
12702,Germany,male,27.0
12703,Germany,male,48.0
12704,Finland,MALE,33.0
12705,Germany,male,78.0
12706,Finland,female,73.0
12707,France,female,69.0
12708,Germany,female,80.0
12709,Germany,male,117.0
12710,Germany,male,64.0
12711,Germany,male,54.0
12712,United Kingdom,female,34.0
12713,Germany,male,66.0
12714,France,female,32.0
12715,Sweden,male,60.0
12716,France,male,51.0
12717,Greece,Female,44.0
12718,United Kingdom,male,57.0
12719,France,female,65.0
12720,Germany,female,67.0
12721,France,female,24.0
12722,France,male,86.0
12723,France,female,66.0
12724,France,male,22.0
12725,Italy,female,55.0
12726,France,female,41.0
12727,France,female,56.0
12728,France,female,77.0
12729,France,male,53.0
12730,France,male,19.0
12731,France,male,64.0
12732,France,male,17.0
12733,USA,male,70.0
12734,France,male,91.0
12735,France,male,39.0
12736,France,female,52.0
12737,France,male,52.0
12738,Germany,male,53.0
12739,United Arab Emirates,male,47.0
12740,France,female,54.0
12741,USA,male,65.0
12742,United Arab Emirates,female,31.0
12743,Unspecified,male,58.0
12744,Singapore,male,25.0
12745,EIRE,male,54.0
12746,United Kingdom,female,30.0
12747,United Kingdom,male,56.0
12748,United Kingdom,male,34.0
12749,United Kingdom,male,37.0
12750,Poland,female,58.0
12751,Brazil,male,49.0
12752,Norway,male,64.0
12753,Japan,female,109.0
12754,Japan,male,67.0
12755,Japan,female,38.0
12756,Japan,female,24.0
12757,Portugal,female,78.0
12758,Portugal,female,66.0
12759,Netherlands,male,45.0
12760,Netherlands,male,58.0
12761,Netherlands,female,30.0
12762,Portugal,male,39.0
12763,Japan,male,81.0
12764,Lebanon,male,75.0
12765,Netherlands,female,61.0
12766,Portugal,female,59.0
12767,Korea,female,11.0
12768,Korea,male,66.0
12769,Brazil,female,31.0
12770,Japan,male,54.0
12771,United Kingdom,female,24.0
12772,Portugal,male,120.0
12773,Portugal,male,45.0
12774,Netherlands,female,52.0
12775,Netherlands,female,68.0
12776,Portugal,male,46.0
12777,United Kingdom,female,26.0
12778,Netherlands,male,39.0
12779,Poland,female,45.0
12780,Netherlands,male,37.0
12781,Czech Republic,female,28.0
12782,Portugal,male,25.0
12783,Portugal,male,29.0
12784,Portugal,female,51.0
12785,Portugal,male,51.0
12786,Netherlands,male,86.0
12787,Netherlands,male,33.0
12788,Netherlands,male,75.0
12789,Netherlands,male,43.0
12790,Netherlands,male,51.0
12791,Netherlands,female,47.0
12792,Portugal,male,67.0
12793,Portugal,male,11.0
12794,Portugal,male,40.0
12795,Portugal,female,56.0
12796,Netherlands,male,58.0
12797,Portugal,male,99.0
12798,Japan,female,36.0
12799,Japan,female,59.0
12800,Portugal,male,38.0
12801,Sweden,male,43.0
12802,Netherlands,female,17.0
12803,Netherlands,male,40.0
12804,Netherlands,male,28.0
12805,Netherlands,male,32.0
12806,Netherlands,female,49.0
12807,Sweden,male,70.0
12808,Portugal,male,61.0
12809,Portugal,male,90.0
12810,Japan,male,31.0
12811,Portugal,female,72.0
12812,Japan,male,47.0
12813,Netherlands,female,77.0
12814,Poland,female,55.0
12815,Poland,female,78.0
12816,Poland,female,58.0
12817,Austria,female,58.0
12818,United Kingdom,MALE,85.0
12819,United Kingdom,female,52.0
12820,United Kingdom,female,29.0
12821,United Kingdom,female,43.0
12822,United Kingdom,male,25.0
12823,United Kingdom,MALE,23.0
12824,United Kingdom,male,57.0
12825,United Kingdom,female,33.0
12826,United Kingdom,male,78.0
12827,United Kingdom,female,63.0
12828,United Kingdom,female,28.0
12829,United Kingdom,female,36.0
12830,United Kingdom,female,43.0
12831,United Kingdom,male,100.0
12832,United Kingdom,male,59.0
12833,United Kingdom,male,33.0
12834,United Kingdom,male,26.0
12835,United Kingdom,female,31.0
12836,United Kingdom,female,73.0
12837,United Kingdom,female,66.0
12838,United Kingdom,female,71.0
12839,United Kingdom,female,68.0
12840,United Kingdom,female,62.0
12841,United Kingdom,male,29.0
12842,United Kingdom,female,53.0
12843,United Kingdom,female,71.0
12844,United Kingdom,male,26.0
12845,United Kingdom,male,51.0
12846,United Kingdom,female,45.0
12847,United Kingdom,male,102.0
12848,United Kingdom,MALE,74.0
12849,United Kingdom,female,33.0
12850,United Kingdom,female,28.0
12851,United Kingdom,male,58.0
12852,United Kingdom,female,80.0
12853,United Kingdom,female,38.0
12854,United Kingdom,male,79.0
12855,United Kingdom,female,36.0
12856,United Kingdom,male,60.0
12857,United Kingdom,male,37.0
12858,United Kingdom,nan,33.0
12859,United Kingdom,female,68.0
12860,United Kingdom,female,44.0
12861,United Kingdom,female,25.0
12862,United Kingdom,female,30.0
12863,United Kingdom,female,107.0
12864,United Kingdom,male,50.0
12865,Austria,male,23.0
12866,Belgium,male,43.0
12867,United Kingdom,female,13.0
12868,United Kingdom,male,39.0
12869,United Kingdom,male,70.0
12870,United Kingdom,female,30.0
12871,United Kingdom,male,52.0
12872,United Kingdom,female,58.0
12873,United Kingdom,female,32.0
12874,Belgium,male,38.0
12875,United Kingdom,female,66.0
12876,Belgium,female,65.0
12877,United Kingdom,male,75.0
12878,United Kingdom,female,20.0
12879,United Kingdom,male,72.0
12880,United Kingdom,male,39.0
12881,United Kingdom,male,32.0
12882,United Kingdom,female,35.0
12883,United Kingdom,female,50.0
12884,United Kingdom,male,23.0
12885,United Kingdom,female,72.0
12886,United Kingdom,male,101.0
12887,United Kingdom,female,67.0
12888,United Kingdom,female,26.0
12889,United Kingdom,male,46.0
12890,United Kingdom,female,29.0
12891,United Kingdom,male,72.0
12892,United Kingdom,female,14.0
12893,United Kingdom,female,50.0
12894,United Kingdom,male,39.0
12895,United Kingdom,female,28.0
12896,United Kingdom,female,52.0
12897,United Kingdom,female,29.0
12898,United Kingdom,male,46.0
12899,United Kingdom,male,58.0
12900,United Kingdom,female,54.0
12901,United Kingdom,female,53.0
12902,United Kingdom,female,77.0
12903,United Kingdom,male,15.0
12904,United Kingdom,female,41.0
12905,United Kingdom,female,62.0
12906,United Kingdom,male,39.0
12907,United Kingdom,male,61.0
12908,United Kingdom,female,31.0
12909,United Kingdom,male,69.0
12910,United Kingdom,female,25.0
12911,United Kingdom,female,57.0
12912,United Kingdom,MALE,45.0
12913,United Kingdom,male,23.0
12914,United Kingdom,male,41.0
12915,United Kingdom,male,36.0
12916,United Kingdom,male,50.0
12917,United Kingdom,female,33.0
12918,United Kingdom,male,36.0
12919,United Kingdom,male,42.0
12920,United Kingdom,male,28.0
12921,United Kingdom,male,72.0
12922,United Kingdom,other,17.0
12923,United Kingdom,female,78.0
12924,United Kingdom,female,81.0
12925,United Kingdom,male,41.0
12926,United Kingdom,male,27.0
12927,United Kingdom,female,41.0
12928,United Kingdom,male,64.0
12929,United Kingdom,male,25.0
12930,United Kingdom,female,25.0
12931,United Kingdom,female,118.0
12932,United Kingdom,male,43.0
12933,United Kingdom,female,45.0
12934,United Kingdom,female,55.0
12935,United Kingdom,male,58.0
12936,United Kingdom,female,50.0
12937,United Kingdom,male,77.0
12938,United Kingdom,female,40.0
12939,United Kingdom,female,53.0
12940,United Kingdom,male,24.0
12941,United Kingdom,other,16.0
12942,United Kingdom,female,32.0
12943,United Kingdom,female,72.0
12944,United Kingdom,male,37.0
12945,United Kingdom,female,48.0
12946,United Kingdom,female,117.0
12947,United Kingdom,female,15.0
12948,United Kingdom,female,62.0
12949,United Kingdom,nan,49.0
12950,United Kingdom,male,66.0
12951,United Kingdom,female,51.0
12952,United Kingdom,female,40.0
12953,United Kingdom,female,21.0
12954,United Kingdom,female,50.0
12955,United Kingdom,male,31.0
12956,United Kingdom,female,40.0
12957,United Kingdom,female,78.0
12958,United Kingdom,female,45.0
12959,United Kingdom,male,31.0
12960,United Kingdom,female,31.0
12961,United Kingdom,male,61.0
12962,United Kingdom,female,40.0
12963,United Kingdom,female,28.0
12964,United Kingdom,male,20.0
12965,United Kingdom,female,91.0
12966,United Kingdom,female,50.0
12967,United Kingdom,male,62.0
12968,United Kingdom,male,72.0
12969,United Kingdom,male,110.0
12970,United Kingdom,female,64.0
12971,United Kingdom,male,32.0
12972,United Kingdom,male,76.0
12973,United Kingdom,female,52.0
12974,United Kingdom,female,98.0
12975,United Kingdom,female,11.0
12976,United Kingdom,male,81.0
12977,United Kingdom,male,27.0
12978,United Kingdom,female,19.0
12979,United Arab Emirates,female,86.0
12980,United Kingdom,male,37.0
12981,United Kingdom,male,54.0
12982,United Kingdom,male,36.0
12983,United Kingdom,male,58.0
12984,United Kingdom,male,37.0
12985,United Kingdom,female,65.0
12986,United Kingdom,male,44.0
12987,United Kingdom,male,16.0
12988,United Kingdom,male,37.0
12989,United Kingdom,female,51.0
12990,United Kingdom,male,38.0
12991,United Kingdom,female,48.0
12992,United Kingdom,female,23.0
12993,United Kingdom,male,56.0
12994,United Kingdom,female,24.0
12995,United Kingdom,male,41.0
12996,United Kingdom,male,27.0
12997,United Kingdom,female,81.0
12998,United Kingdom,female,91.0
12999,United Kingdom,female,21.0
13000,United Kingdom,female,59.0
13001,United Kingdom,female,48.0
13002,United Kingdom,female,27.0
13003,United Kingdom,male,48.0
13004,United Kingdom,male,26.0
13005,United Kingdom,female,29.0
13006,United Kingdom,MALE,37.0
13007,United Kingdom,female,78.0
13008,United Kingdom,female,76.0
13009,United Kingdom,male,48.0
13010,United Kingdom,male,57.0
13011,United Kingdom,female,47.0
13012,United Kingdom,male,35.0
13013,United Kingdom,female,63.0
13014,United Kingdom,other,45.0
13015,United Kingdom,male,52.0
13016,United Kingdom,female,16.0
13017,United Kingdom,male,37.0
13018,United Kingdom,female,63.0
13019,United Kingdom,female,99.0
13020,United Kingdom,female,65.0
13021,United Kingdom,female,36.0
13022,Belgium,female,60.0
13023,United Kingdom,female,70.0
13024,United Kingdom,female,66.0
13025,United Kingdom,male,51.0
13026,United Kingdom,female,77.0
13027,United Kingdom,female,34.0
13028,United Kingdom,female,26.0
13029,United Kingdom,male,27.0
13030,United Kingdom,male,85.0
13031,United Kingdom,male,52.0
13032,United Kingdom,female,37.0
13033,United Kingdom,female,33.0
13034,United Kingdom,male,111.0
13035,United Kingdom,female,59.0
13036,United Kingdom,female,30.0
13037,United Kingdom,female,64.0
13038,United Kingdom,female,49.0
13039,United Kingdom,female,56.0
13040,United Kingdom,nan,18.0
13041,United Kingdom,male,77.0
13042,United Kingdom,male,94.0
13043,United Kingdom,female,57.0
13044,United Kingdom,male,102.0
13045,United Kingdom,female,98.0
13046,United Kingdom,female,23.0
13047,United Kingdom,male,16.0
13048,United Kingdom,female,33.0
13049,United Kingdom,female,33.0
13050,United Kingdom,female,57.0
13051,United Kingdom,MALE,26.0
13052,United Kingdom,male,45.0
13053,United Kingdom,female,83.0
13054,United Kingdom,female,81.0
13055,United Kingdom,female,56.0
13056,United Kingdom,female,26.0
13057,United Kingdom,female,33.0
13058,United Kingdom,male,53.0
13059,United Kingdom,male,39.0
13060,United Kingdom,male,50.0
13061,United Kingdom,female,35.0
13062,United Kingdom,male,57.0
13063,United Kingdom,female,28.0
13064,United Kingdom,female,33.0
13065,United Kingdom,female,73.0
13066,United Kingdom,male,52.0
13067,United Kingdom,female,18.0
13068,United Kingdom,male,48.0
13069,United Kingdom,female,61.0
13070,United Kingdom,female,37.0
13071,United Kingdom,male,40.0
13072,United Kingdom,female,70.0
13073,United Kingdom,female,25.0
13074,United Kingdom,male,32.0
13075,United Kingdom,male,40.0
13076,United Kingdom,female,59.0
13077,United Kingdom,male,20.0
13078,United Kingdom,female,45.0
13079,United Kingdom,male,64.0
13080,United Kingdom,male,65.0
13081,United Kingdom,female,17.0
13082,United Kingdom,male,38.0
13083,United Kingdom,female,48.0
13084,United Kingdom,female,22.0
13085,United Kingdom,female,45.0
13086,United Kingdom,male,30.0
13087,United Kingdom,female,50.0
13088,United Kingdom,female,54.0
13089,United Kingdom,male,34.0
13090,United Kingdom,female,92.0
13091,United Kingdom,female,20.0
13092,United Kingdom,female,37.0
13093,United Kingdom,male,102.0
13094,United Kingdom,male,52.0
13095,United Kingdom,male,51.0
13096,United Kingdom,nan,90.0
13097,United Kingdom,female,63.0
13098,United Kingdom,male,52.0
13099,United Kingdom,female,51.0
13100,United Kingdom,female,29.0
13101,United Kingdom,male,93.0
13102,United Kingdom,female,32.0
13103,United Kingdom,male,108.0
13104,United Kingdom,male,26.0
13105,United Kingdom,female,22.0
13106,United Kingdom,male,79.0
13107,United Kingdom,female,47.0
13108,United Kingdom,male,69.0
13109,United Kingdom,female,31.0
13110,United Kingdom,male,36.0
13111,United Kingdom,female,98.0
13112,United Kingdom,male,66.0
13113,United Kingdom,male,44.0
13114,United Kingdom,female,43.0
13115,United Kingdom,male,53.0
13116,United Kingdom,nan,64.0
13117,United Kingdom,male,73.0
13118,United Kingdom,male,47.0
13119,United Kingdom,male,42.0
13120,United Kingdom,male,47.0
13121,United Kingdom,male,35.0
13122,United Kingdom,female,48.0
13123,United Kingdom,male,50.0
13124,United Kingdom,female,77.0
13125,United Kingdom,male,63.0
13126,United Kingdom,male,39.0
13127,United Kingdom,female,26.0
13128,United Kingdom,male,42.0
13129,United Kingdom,female,31.0
13130,United Kingdom,female,46.0
13131,United Kingdom,nan,38.0
13132,United Kingdom,male,38.0
13133,United Kingdom,male,41.0
13134,France,female,67.0
13135,United Kingdom,female,50.0
13136,United Kingdom,male,38.0
13137,United Kingdom,female,66.0
13138,United Kingdom,female,42.0
13139,United Kingdom,male,37.0
13140,United Kingdom,male,43.0
13141,United Kingdom,nan,115.0
13142,United Kingdom,male,27.0
13143,United Kingdom,Female,46.0
13144,United Kingdom,nan,34.0
13145,United Kingdom,female,23.0
13146,United Kingdom,female,24.0
13147,United Kingdom,female,37.0
13148,United Kingdom,male,59.0
13149,United Kingdom,female,28.0
13150,United Kingdom,male,37.0
13151,United Kingdom,female,109.0
13152,United Kingdom,male,33.0
13153,United Kingdom,female,27.0
13154,United Kingdom,female,76.0
13155,United Kingdom,male,69.0
13156,United Kingdom,female,64.0
13157,United Kingdom,female,20.0
13158,United Kingdom,male,12.0
13159,United Kingdom,female,41.0
13160,United Kingdom,female,43.0
13161,United Kingdom,male,58.0
13162,United Kingdom,female,38.0
13163,United Kingdom,female,60.0
13164,United Kingdom,male,34.0
13165,United Kingdom,female,40.0
13166,United Kingdom,male,49.0
13167,United Kingdom,female,60.0
13168,United Kingdom,female,82.0
13169,United Kingdom,male,52.0
13170,United Kingdom,female,60.0
13171,United Kingdom,female,30.0
13172,United Kingdom,male,89.0
13173,United Kingdom,female,53.0
13174,United Kingdom,male,44.0
13175,United Kingdom,female,41.0
13176,United Kingdom,Female,44.0
13177,United Kingdom,nan,29.0
13178,United Kingdom,male,53.0
13179,United Kingdom,male,35.0
13180,United Kingdom,female,38.0
13181,United Kingdom,male,70.0
13182,United Kingdom,female,44.0
13183,United Kingdom,other,48.0
13184,United Kingdom,female,54.0
13185,United Kingdom,male,37.0
13186,United Kingdom,male,23.0
13187,United Kingdom,female,13.0
13188,United Kingdom,male,85.0
13189,United Kingdom,male,70.0
13190,United Kingdom,male,37.0
13191,United Kingdom,male,66.0
13192,United Kingdom,female,64.0
13193,United Kingdom,female,21.0
13194,United Kingdom,female,60.0
13195,United Kingdom,female,61.0
13196,United Kingdom,male,37.0
13197,United Kingdom,male,42.0
13198,United Kingdom,female,36.0
13199,United Kingdom,female,70.0
13200,United Kingdom,female,54.0
13201,United Kingdom,female,45.0
13202,United Kingdom,male,31.0
13203,United Kingdom,male,57.0
13204,United Kingdom,female,56.0
13205,United Kingdom,male,33.0
13206,United Kingdom,male,38.0
13207,United Kingdom,male,66.0
13208,United Kingdom,male,25.0
13209,United Kingdom,male,46.0
13210,United Kingdom,male,59.0
13211,United Kingdom,male,28.0
13212,United Kingdom,female,105.0
13213,United Kingdom,male,80.0
13214,United Kingdom,female,66.0
13215,United Kingdom,male,20.0
13216,United Kingdom,female,38.0
13217,United Kingdom,male,43.0
13218,United Kingdom,female,76.0
13219,United Kingdom,male,41.0
13220,United Kingdom,female,56.0
13221,United Kingdom,nan,74.0
13222,United Kingdom,male,35.0
13223,United Kingdom,male,58.0
13224,United Kingdom,male,39.0
13225,United Kingdom,female,32.0
13226,United Kingdom,male,54.0
13227,United Kingdom,male,31.0
13228,United Kingdom,female,44.0
13229,United Kingdom,female,55.0
13230,United Kingdom,male,54.0
13231,United Kingdom,female,45.0
13232,United Kingdom,male,48.0
13233,United Kingdom,male,48.0
13234,United Kingdom,male,48.0
13235,United Kingdom,female,52.0
13236,United Kingdom,female,46.0
13237,United Kingdom,female,66.0
13238,United Kingdom,female,17.0
13239,United Kingdom,male,77.0
13240,United Kingdom,female,28.0
13241,United Kingdom,female,61.0
13242,United Kingdom,male,60.0
13243,United Kingdom,male,91.0
13244,United Kingdom,male,43.0
13245,United Kingdom,nan,27.0
13246,United Kingdom,female,59.0
13247,United Kingdom,male,64.0
13248,United Kingdom,female,25.0
13249,United Kingdom,male,25.0
13250,United Kingdom,male,52.0
13251,United Kingdom,female,102.0
13252,United Kingdom,female,43.0
13253,United Kingdom,male,51.0
13254,United Kingdom,female,66.0
13255,United Kingdom,female,55.0
13256,United Kingdom,female,58.0
13257,United Kingdom,male,54.0
13258,United Kingdom,female,51.0
13259,United Kingdom,female,14.0
13260,United Kingdom,female,54.0
13261,United Kingdom,male,28.0
13262,United Kingdom,female,11.0
13263,United Kingdom,male,81.0
13264,United Kingdom,male,59.0
13265,United Kingdom,female,72.0
13266,United Kingdom,female,49.0
13267,United Kingdom,female,53.0
13268,United Kingdom,female,46.0
13269,United Kingdom,male,101.0
13270,United Kingdom,nan,102.0
13271,United Kingdom,male,20.0
13272,United Kingdom,female,40.0
13273,United Kingdom,male,40.0
13274,United Kingdom,female,35.0
13275,United Kingdom,female,40.0
13276,United Kingdom,nan,32.0
13277,United Kingdom,male,16.0
13278,United Kingdom,male,34.0
13279,United Kingdom,female,35.0
13280,United Kingdom,male,34.0
13281,United Kingdom,male,29.0
13282,United Kingdom,female,33.0
13283,United Kingdom,female,21.0
13284,United Kingdom,male,114.0
13285,United Kingdom,male,46.0
13286,United Kingdom,female,19.0
13287,United Kingdom,male,17.0
13288,United Kingdom,male,45.0
13289,United Kingdom,male,94.0
13290,United Kingdom,male,48.0
13291,United Kingdom,Female,20.0
13292,United Kingdom,male,51.0
13293,United Kingdom,male,28.0
13294,United Kingdom,female,56.0
13295,United Kingdom,male,59.0
13296,United Kingdom,female,
13297,United Kingdom,male,25.0
13298,United Kingdom,female,44.0
